epoch,accuracy,loss,val_accuracy,val_loss
0,0.6915316581726074,0.9733537435531616,0.0011242562904953957,4.863859176635742
1,0.7988169193267822,0.550137460231781,0.0017123287543654442,5.188573837280273
2,0.8384299874305725,0.4276180863380432,0.0017123287543654442,5.61216402053833
3,0.8645086288452148,0.3623334467411041,0.0017123287543654442,5.82177209854126
4,0.882237434387207,0.32304826378822327,0.0017123287543654442,5.9374871253967285
5,0.8956465125083923,0.2935619056224823,0.0017123287543654442,5.943129539489746
6,0.9060243368148804,0.26897189021110535,0.0017123287543654442,6.132002353668213
7,0.9139071702957153,0.25127625465393066,0.0017123287543654442,6.262142658233643
8,0.9211370944976807,0.2341977059841156,0.0017123287543654442,6.1897501945495605
9,0.9258459806442261,0.22155830264091492,0.0017123287543654442,6.432753562927246
10,0.9304900765419006,0.20969046652317047,0.0017123287543654442,6.438592433929443
11,0.9338282942771912,0.19931155443191528,0.0017123287543654442,6.444331645965576
12,0.9362238645553589,0.1920986920595169,0.0017123287543654442,6.49001932144165
13,0.9388226270675659,0.18582399189472198,0.0017123287543654442,6.518976211547852
14,0.9411662817001343,0.17856638133525848,0.0017123287543654442,6.576493263244629
15,0.943077564239502,0.17322424054145813,0.0017123287543654442,6.568584442138672
16,0.9450536370277405,0.1668929159641266,0.0017123287543654442,6.5678229331970215
17,0.9467270970344543,0.1618192493915558,0.0017123287543654442,6.526083946228027
18,0.9482405185699463,0.15813009440898895,0.0017123287543654442,6.542774677276611
19,0.9493561387062073,0.15429872274398804,0.0017123287543654442,6.614805698394775
20,0.9508782029151917,0.14969490468502045,0.0017123287543654442,6.481906414031982
21,0.952058732509613,0.14623434841632843,0.0017123287543654442,6.487945079803467
22,0.9537018537521362,0.14206081628799438,0.0017123287543654442,6.588908672332764
23,0.9539353847503662,0.13972435891628265,0.0017123287543654442,6.388866424560547
24,0.9553882479667664,0.13700498640537262,0.0017123287543654442,6.420668601989746
25,0.9563093185424805,0.13444946706295013,0.0017123287543654442,6.453639507293701
26,0.956815242767334,0.13228781521320343,0.0017123287543654442,6.336816310882568
27,0.9579870700836182,0.1293555051088333,0.0017123287543654442,6.343900680541992
28,0.9584713578224182,0.12739995121955872,0.0017123287543654442,6.276803016662598
29,0.9593750834465027,0.12483595311641693,0.0017123287543654442,6.409187316894531
30,0.9602096080780029,0.12279953062534332,0.0017123287543654442,6.4249396324157715
31,0.9609577059745789,0.12090577930212021,0.0017123287543654442,6.416604995727539
32,0.9613036513328552,0.11858154088258743,0.0017123287543654442,6.289669513702393
33,0.9618873596191406,0.1175326481461525,0.0017123287543654442,6.091856002807617
34,0.9624192714691162,0.11592094600200653,0.0017123287543654442,6.224384784698486
35,0.9628257155418396,0.11433234065771103,0.0017123287543654442,6.161827087402344
36,0.962834358215332,0.11330420523881912,0.0017123287543654442,6.106908321380615
37,0.9636040329933167,0.11192694306373596,0.0017123287543654442,5.929758071899414
38,0.9645034670829773,0.11002220213413239,0.0017123287543654442,6.053431034088135
39,0.9648839831352234,0.10884684324264526,0.0017123287543654442,6.159286022186279
40,0.9657790660858154,0.10592837631702423,0.0017123287543654442,5.99507999420166
41,0.9657228589057922,0.10634686797857285,0.0017123287543654442,5.9124345779418945
42,0.9660947322845459,0.10553201287984848,0.0017123287543654442,5.964066982269287
43,0.9667217135429382,0.10399112105369568,0.0017123287543654442,6.020648002624512
44,0.9670590162277222,0.10282771289348602,0.0017123287543654442,5.986250877380371
45,0.9676125049591064,0.10069654881954193,0.0017123287543654442,5.89013147354126
46,0.9677984118461609,0.10046754032373428,0.0017123287543654442,5.933998107910156
47,0.9676773548126221,0.0996164008975029,0.0017123287543654442,5.919037342071533
48,0.9682178497314453,0.09868297725915909,0.0017123287543654442,5.804201602935791
49,0.9687756896018982,0.0979713723063469,0.0017123287543654442,5.793933391571045
50,0.9687929749488831,0.09723027795553207,0.0017123287543654442,5.805610179901123
51,0.9691086411476135,0.09646119177341461,0.0017123287543654442,5.636470794677734
52,0.9697010517120361,0.09526703506708145,0.0017123287543654442,5.688236236572266
53,0.9697010517120361,0.09447180479764938,0.0017123287543654442,5.737981796264648
54,0.9701550602912903,0.09338320046663284,0.0017123287543654442,5.7479071617126465
55,0.9702112674713135,0.09335201978683472,0.0017123287543654442,5.675853729248047
56,0.9706826210021973,0.09152557700872421,0.0017123287543654442,5.696259498596191
57,0.9705658555030823,0.09211868792772293,0.0017123287543654442,5.658205032348633
58,0.9708728790283203,0.09064821153879166,0.0017123287543654442,5.666934967041016
59,0.9716511964797974,0.08937181532382965,0.0017123287543654442,5.686939716339111
60,0.9718241691589355,0.08898290991783142,0.0017123287543654442,5.652970790863037
61,0.9715474247932434,0.08847972750663757,0.00212743878364563,5.561093807220459
62,0.9720489978790283,0.08726835995912552,0.0017123287543654442,5.5912394523620605
63,0.9722781777381897,0.08709999918937683,0.0018506987253203988,5.417177677154541
64,0.9723905920982361,0.08570904284715652,0.0017988099716603756,5.516534328460693
65,0.9723517298698425,0.08666025102138519,0.0019890686962753534,5.517678260803223
66,0.9725852012634277,0.08535310626029968,0.002386882435530424,5.446804523468018
67,0.9731862545013428,0.08463381975889206,0.0025252525229007006,5.605736255645752
68,0.9734846353530884,0.08315160870552063,0.0030441400595009327,5.605467796325684
69,0.9734716415405273,0.08340946584939957,0.002784696174785495,5.410649299621582
70,0.9734197854995728,0.08379285037517548,0.0025252525229007006,5.5072550773620605
71,0.9741591811180115,0.08270087093114853,0.0034246575087308884,5.422354221343994
72,0.9743494391441345,0.0813872367143631,0.003632212523370981,5.44773006439209
73,0.9745224118232727,0.08093883097171783,0.0034419537987560034,5.355576515197754
74,0.9745569825172424,0.08104590326547623,0.0034592500887811184,5.362933158874512
75,0.9745526909828186,0.08085329830646515,0.0037705826107412577,5.396855354309082
76,0.9746910333633423,0.0799749344587326,0.0046699875965714455,5.287284851074219
77,0.975253164768219,0.07911670207977295,0.004825653973966837,5.368406772613525
78,0.9752272367477417,0.0795135349035263,0.004687283653765917,5.277951717376709
79,0.9755039811134338,0.07832459360361099,0.004791061393916607,5.309007167816162
80,0.9753050804138184,0.07840057462453842,0.005932613741606474,5.255681991577148
81,0.9758282899856567,0.07740060240030289,0.005725058726966381,5.187289714813232
82,0.9760531187057495,0.077244333922863,0.005309948697686195,5.172755718231201
83,0.9760012626647949,0.07637101411819458,0.0072990176267921925,5.176323890686035
84,0.9762909412384033,0.07656467705965042,0.007264425046741962,5.213869571685791
85,0.9764552712440491,0.07555785775184631,0.006468797568231821,5.3025431632995605
86,0.976688802242279,0.07467728108167648,0.00849245861172676,5.125865459442139
87,0.9770952463150024,0.07469595968723297,0.008008163422346115,5.0701422691345215
88,0.9769439101219177,0.07403124123811722,0.009547529742121696,5.202417850494385
89,0.9770952463150024,0.0742674469947815,0.014027259312570095,5.141000747680664
90,0.9772292971611023,0.07387158274650574,0.01352566760033369,5.199373245239258
91,0.9769092798233032,0.07356412708759308,0.011104192584753036,5.090424060821533
92,0.9776357412338257,0.07268454879522324,0.0155147360637784,5.1855363845825195
93,0.9775233268737793,0.07272762060165405,0.014615331776440144,5.099047660827637
94,0.978072464466095,0.07222235202789307,0.016829252243041992,5.122985363006592
95,0.9779859781265259,0.07180912047624588,0.011640376411378384,5.0578765869140625
96,0.9783751964569092,0.07145274430513382,0.014840182848274708,5.1846513748168945
97,0.9781633019447327,0.07140349596738815,0.013837000355124474,5.102696895599365
98,0.9782065153121948,0.07034265995025635,0.016102809458971024,5.111867904663086
99,0.9783881306648254,0.07083749026060104,0.015635810792446136,5.0693888664245605
100,0.9784616827964783,0.0703766793012619,0.013819703832268715,5.02126407623291
101,0.9787340760231018,0.07000470161437988,0.01146741397678852,5.061270236968994
102,0.9785394668579102,0.06932350248098373,0.014148332178592682,5.054108142852783
103,0.9789546132087708,0.06922878324985504,0.015549329109489918,5.036322116851807
104,0.9789718985557556,0.06908461451530457,0.011502006091177464,5.056856632232666
105,0.9794129729270935,0.0689869076013565,0.019596651196479797,5.054321765899658
106,0.9794518947601318,0.06771335750818253,0.023280752822756767,4.917240142822266
107,0.9794129729270935,0.0676310658454895,0.018489692360162735,5.011532783508301
108,0.979508101940155,0.06760357320308685,0.01784973032772541,5.064430236816406
109,0.9794994592666626,0.06749875843524933,0.019596651196479797,4.999141216278076
110,0.9797977805137634,0.06714651733636856,0.018074581399559975,4.968184947967529
111,0.9799751043319702,0.06619968265295029,0.014632627367973328,5.066024303436279
112,0.9797718524932861,0.06689638644456863,0.023488307371735573,5.004705429077148
113,0.9801696538925171,0.06632837653160095,0.023747751489281654,4.9253764152526855
114,0.9798496961593628,0.06628190726041794,0.026463262736797333,4.932574272155762
115,0.9800269603729248,0.06606850028038025,0.022052718326449394,4.905673503875732
116,0.9803037047386169,0.06574365496635437,0.023903418332338333,4.808271408081055
117,0.9802561402320862,0.06491933763027191,0.021430054679512978,4.954044342041016
118,0.9808874726295471,0.06470107287168503,0.02395530603826046,4.920470714569092
119,0.9804031848907471,0.0651397556066513,0.026151930913329124,5.0311150550842285
120,0.9802994132041931,0.06538248062133789,0.026532446965575218,4.7971673011779785
121,0.9807231426239014,0.06416862457990646,0.022588903084397316,4.856093406677246
122,0.9810734391212463,0.06351853907108307,0.023021308705210686,4.914583206176758
123,0.9808312654495239,0.06437677890062332,0.025477375835180283,4.901764392852783
124,0.9809912443161011,0.0634951964020729,0.031807802617549896,4.856387138366699
125,0.9806929230690002,0.06351163238286972,0.02506226673722267,4.874306678771973
126,0.9811296463012695,0.06363097578287125,0.020772796124219894,4.912201404571533
127,0.9811123609542847,0.06307044625282288,0.02212190441787243,4.894501209259033
128,0.9813112616539001,0.06259256601333618,0.022156495600938797,4.953374862670898
129,0.9815188050270081,0.062210626900196075,0.017884323373436928,4.887922763824463
130,0.9815447330474854,0.06164642795920372,0.031150545924901962,4.879055976867676
131,0.9813199043273926,0.06189577281475067,0.0317213237285614,4.926910877227783
132,0.9821155071258545,0.061110734939575195,0.039193302392959595,4.844932556152344
133,0.9816528558731079,0.06167648360133171,0.04156288877129555,4.86209774017334
134,0.9817869067192078,0.06128459796309471,0.03410820662975311,4.856410980224609
135,0.9818906784057617,0.06133256107568741,0.04296388477087021,4.735576152801514
136,0.9819944500923157,0.060879867523908615,0.05048775300383568,4.77128267288208
137,0.982033371925354,0.060669925063848495,0.04242770001292229,4.810105323791504
138,0.982431173324585,0.06032406911253929,0.04424380883574486,4.8095831871032715
139,0.9820592999458313,0.060775887221097946,0.043569255620241165,4.937033176422119
140,0.9822495579719543,0.06008869782090187,0.04294658824801445,4.795111656188965
141,0.9823836088180542,0.059865374118089676,0.03857063874602318,4.740332126617432
142,0.9823619723320007,0.06020461395382881,0.041044000536203384,4.773205757141113
143,0.9824744462966919,0.0601361058652401,0.04635395109653473,4.865987777709961
144,0.9825911521911621,0.059425510466098785,0.036771826446056366,4.731165409088135
145,0.982751190662384,0.059211187064647675,0.04578317329287529,4.612074851989746
146,0.982751190662384,0.059089723974466324,0.040611594915390015,4.776321887969971
147,0.9825479388237,0.059847649186849594,0.037048567086458206,4.772026538848877
148,0.9832138419151306,0.05823002755641937,0.04192611202597618,4.724075794219971
149,0.9829457402229309,0.057646267116069794,0.055071260780096054,4.704986572265625
