epoch,accuracy,loss,val_accuracy,val_loss
0,0.7814910411834717,0.820766031742096,0.0014016508357599378,5.59841775894165
1,0.894463837146759,0.33138731122016907,0.0014016508357599378,5.864919662475586
2,0.908761739730835,0.2701515555381775,0.013307030312716961,5.967169761657715
3,0.9209874272346497,0.23092836141586304,0.008652165532112122,5.8661208152771
4,0.93452388048172,0.20147129893302917,0.024935541674494743,5.637845993041992
5,0.9393345713615417,0.1844417005777359,0.017858069390058517,5.865065097808838
6,0.9417831301689148,0.17337696254253387,0.021768849343061447,5.826276779174805
7,0.9450234174728394,0.16414394974708557,0.06954611092805862,5.67720890045166
8,0.9463126063346863,0.15773659944534302,0.062036026269197464,5.836207866668701
9,0.948220431804657,0.15066386759281158,0.06231289729475975,5.912970542907715
10,0.950595498085022,0.14518050849437714,0.06887123733758926,5.9871392250061035
11,0.9522653818130493,0.13938291370868683,0.039280831813812256,6.072584629058838
12,0.9541948437690735,0.13448895514011383,0.09003443270921707,6.049995422363281
13,0.9559599161148071,0.13093067705631256,0.0666043683886528,6.03837776184082
14,0.9566996693611145,0.1276242882013321,0.09406634420156479,5.984419822692871
15,0.9582138061523438,0.12438175082206726,0.08056896924972534,6.209778308868408
16,0.9591872096061707,0.1204703226685524,0.08750800043344498,5.960519790649414
17,0.9605369567871094,0.11759229004383087,0.09960372745990753,5.947766304016113
18,0.9608268141746521,0.11591534316539764,0.09249164909124374,6.00027322769165
19,0.961800217628479,0.11417746543884277,0.0975964292883873,5.763669490814209
20,0.9629769325256348,0.1105097085237503,0.10098807513713837,5.892513751983643
21,0.9640541076660156,0.1088087186217308,0.10019207745790482,5.973902702331543
22,0.9642834067344666,0.10767091810703278,0.10595442354679108,5.95797061920166
23,0.9651529788970947,0.10520356893539429,0.10834241658449173,5.905880451202393
24,0.9655725955963135,0.10466990619897842,0.1111111119389534,5.7791337966918945
25,0.9666454792022705,0.10172314196825027,0.11320493370294571,5.8330888748168945
